"AREA";"PERIMETER";"PR_";"PR_ID";"RINGS_OK";"RINGS_NOK";"WRSPR";"PR";"PATH";"ROW";"MODE";"DAYCLASS";"SEQUENCE";"ctry_id";"ctry_name";"ctry_abbr"
4.24128;8.69304;1759;1759;1;0;114023;114023;114;23;"D";5;14655;192;"Russian Federation";"RU"
4.11145;8.50977;1760;1760;1;0;114024;114024;114;24;"D";5;14656;192;"Russian Federation";"RU"
3.99034;8.34028;1761;1761;1;0;114025;114025;114;25;"D";5;14657;192;"Russian Federation";"RU"
3.87811;8.18402;1762;1762;1;0;114026;114026;114;26;"D";5;14658;192;"Russian Federation";"RU"
3.87811;8.18402;1762;1762;1;0;114026;114026;114;26;"D";5;14658;43;"People's Republic of China";"CH"
3.77338;8.0391;1763;1763;1;0;114027;114027;114;27;"D";5;14659;192;"Russian Federation";"RU"
3.77338;8.0391;1763;1763;1;0;114027;114027;114;27;"D";5;14659;43;"People's Republic of China";"CH"
3.67891;7.90896;1764;1764;1;0;114028;114028;114;28;"D";5;14660;192;"Russian Federation";"RU"
3.67891;7.90896;1764;1764;1;0;114028;114028;114;28;"D";5;14660;43;"People's Republic of China";"CH"
3.58803;7.78452;1765;1765;1;0;114029;114029;114;29;"D";5;14661;192;"Russian Federation";"RU"
3.58803;7.78452;1765;1765;1;0;114029;114029;114;29;"D";5;14661;43;"People's Republic of China";"CH"
3.5056;7.67191;1766;1766;1;0;114030;114030;114;30;"D";5;14662;192;"Russian Federation";"RU"
3.5056;7.67191;1766;1766;1;0;114030;114030;114;30;"D";5;14662;43;"People's Republic of China";"CH"
3.5056;7.67191;1766;1766;1;0;114030;114030;114;30;"D";5;14662;185;"Democratic People's Republic of Korea";"PR"
3.42767;7.5661;1767;1767;1;0;114031;114031;114;31;"D";5;14663;192;"Russian Federation";"RU"
3.42767;7.5661;1767;1767;1;0;114031;114031;114;31;"D";5;14663;43;"People's Republic of China";"CH"
3.42767;7.5661;1767;1767;1;0;114031;114031;114;31;"D";5;14663;185;"Democratic People's Republic of Korea";"PR"
3.35611;7.46912;1768;1768;1;0;114032;114032;114;32;"D";5;14664;185;"Democratic People's Republic of Korea";"PR"
3.22755;7.29556;1770;1770;1;0;114034;114034;114;34;"D";5;14666;126;"Republic of Korea";"KO"
3.16838;7.21602;1771;1771;1;0;114035;114035;114;35;"D";5;14667;126;"Republic of Korea";"KO"
3.11508;7.14451;1772;1772;1;0;114036;114036;114;36;"D";5;14668;126;"Republic of Korea";"KO"
3.11508;7.14451;1772;1772;1;0;114036;114036;114;36;"D";5;14668;117;"Japan";"JP"
3.06357;7.07561;1773;1773;1;0;114037;114037;114;37;"D";5;14669;117;"Japan";"JP"
2.86057;6.80534;1778;1778;1;0;114042;114042;114;42;"D";5;14674;117;"Japan";"JP"
2.82682;6.76058;1779;1779;1;0;114043;114043;114;43;"D";5;14675;117;"Japan";"JP"
2.66149;6.54229;1786;1786;1;0;114050;114050;114;50;"D";5;14682;180;"Republic of the Philippines";"PH"
2.64625;6.52229;1787;1787;1;0;114051;114051;114;51;"D";5;14683;180;"Republic of the Philippines";"PH"
2.63207;6.50359;1788;1788;1;0;114052;114052;114;52;"D";5;14684;180;"Republic of the Philippines";"PH"
2.62017;6.48792;1789;1789;1;0;114053;114053;114;53;"D";5;14685;180;"Republic of the Philippines";"PH"
2.60858;6.47275;1790;1790;1;0;114054;114054;114;54;"D";5;14686;180;"Republic of the Philippines";"PH"
2.60004;6.46153;1791;1791;1;0;114055;114055;114;55;"D";5;14687;180;"Republic of the Philippines";"PH"
2.59382;6.45338;1792;1792;1;0;114056;114056;114;56;"D";5;14688;180;"Republic of the Philippines";"PH"
2.58116;6.43667;1795;1795;1;0;114059;114059;114;59;"D";5;14691;103;"Republic of Indonesia";"ID"
2.58055;6.43594;1796;1796;1;0;114060;114060;114;60;"D";5;14692;103;"Republic of Indonesia";"ID"
2.5814;6.43709;1797;1797;1;0;114061;114061;114;61;"D";5;14693;103;"Republic of Indonesia";"ID"
2.58354;6.4398;1798;1798;1;0;114062;114062;114;62;"D";5;14694;103;"Republic of Indonesia";"ID"
2.5876;6.44522;1799;1799;1;0;114063;114063;114;63;"D";5;14695;103;"Republic of Indonesia";"ID"
2.59297;6.45221;1800;1800;1;0;114064;114064;114;64;"D";5;14696;103;"Republic of Indonesia";"ID"
2.61013;6.47475;1802;1802;1;0;114066;114066;114;66;"D";5;14698;103;"Republic of Indonesia";"ID"
2.61954;6.48716;1803;1803;1;0;114067;114067;114;67;"D";5;14699;103;"Republic of Indonesia";"ID"
2.74444;6.65163;1810;1810;1;0;114074;114074;114;74;"D";5;14706;16;"Commonwealth of Australia";"AU"
2.7696;6.68491;1811;1811;1;0;114075;114075;114;75;"D";5;14707;16;"Commonwealth of Australia";"AU"
2.79699;6.72101;1812;1812;1;0;114076;114076;114;76;"D";5;14708;16;"Commonwealth of Australia";"AU"
2.82675;6.76049;1813;1813;1;0;114077;114077;114;77;"D";5;14709;16;"Commonwealth of Australia";"AU"
2.85917;6.80347;1814;1814;1;0;114078;114078;114;78;"D";5;14710;16;"Commonwealth of Australia";"AU"
2.89444;6.85026;1815;1815;1;0;114079;114079;114;79;"D";5;14711;16;"Commonwealth of Australia";"AU"
2.93301;6.90152;1816;1816;1;0;114080;114080;114;80;"D";5;14712;16;"Commonwealth of Australia";"AU"
2.97349;6.95543;1817;1817;1;0;114081;114081;114;81;"D";5;14713;16;"Commonwealth of Australia";"AU"
6.13704;11.55135;1842;1842;1;0;114106;114106;114;106;"D";5;14738;12;"Antarctica";"AT"
6.47253;12.09614;1843;1843;1;0;114107;114107;114;107;"D";5;14739;12;"Antarctica";"AT"
6.84799;12.71902;1844;1844;1;0;114108;114108;114;108;"D";5;14740;12;"Antarctica";"AT"
7.2695;13.43433;1845;1845;1;0;114109;114109;114;109;"D";5;14741;12;"Antarctica";"AT"
7.74455;14.25883;1846;1846;1;0;114110;114110;114;110;"D";5;14742;12;"Antarctica";"AT"
8.28192;15.21094;1847;1847;1;0;114111;114111;114;111;"D";5;14743;12;"Antarctica";"AT"
8.89208;16.31084;1848;1848;1;0;114112;114112;114;112;"D";5;14744;12;"Antarctica";"AT"
9.58481;17.57694;1849;1849;1;0;114113;114113;114;113;"D";5;14745;12;"Antarctica";"AT"
10.37262;19.02221;1850;1850;1;0;114114;114114;114;114;"D";5;14746;12;"Antarctica";"AT"
11.2651;20.64284;1851;1851;1;0;114115;114115;114;115;"D";5;14747;12;"Antarctica";"AT"
12.26703;22.40285;1852;1852;1;0;114116;114116;114;116;"D";5;14748;12;"Antarctica";"AT"
13.3726;24.20323;1853;1853;1;0;114117;114117;114;117;"D";5;14749;12;"Antarctica";"AT"
14.55373;25.84273;1854;1854;1;0;114118;114118;114;118;"D";5;14750;12;"Antarctica";"AT"
15.74348;26.98664;1855;1855;1;0;114119;114119;114;119;"D";5;14751;12;"Antarctica";"AT"
16.8174;27.20781;1856;1856;1;0;114120;114120;114;120;"D";5;14752;12;"Antarctica";"AT"
17.59398;26.34421;1857;1857;1;0;114121;114121;114;121;"D";5;14753;12;"Antarctica";"AT"
17.88105;25.68356;1858;1858;1;0;114122;114122;114;122;"D";5;14754;12;"Antarctica";"AT"
11.26434;20.64148;1989;1989;1;0;130005;130005;130;5;"D";5;14885;192;"Russian Federation";"RU"
10.3727;19.02256;1990;1990;1;0;130006;130006;130;6;"D";5;14886;192;"Russian Federation";"RU"
9.58419;17.57651;1991;1991;1;0;130007;130007;130;7;"D";5;14887;192;"Russian Federation";"RU"
8.89089;16.30976;1992;1992;1;0;130008;130008;130;8;"D";5;14888;192;"Russian Federation";"RU"
8.28216;15.21134;1993;1993;1;0;130009;130009;130;9;"D";5;14889;192;"Russian Federation";"RU"
7.74491;14.25878;1994;1994;1;0;130010;130010;130;10;"D";5;14890;192;"Russian Federation";"RU"
7.27013;13.43529;1995;1995;1;0;130011;130011;130;11;"D";5;14891;192;"Russian Federation";"RU"
6.84827;12.71943;1996;1996;1;0;130012;130012;130;12;"D";5;14892;192;"Russian Federation";"RU"
6.47265;12.09568;1997;1997;1;0;130013;130013;130;13;"D";5;14893;192;"Russian Federation";"RU"
6.13638;11.55023;1998;1998;1;0;130014;130014;130;14;"D";5;14894;192;"Russian Federation";"RU"
5.83553;11.07218;1999;1999;1;0;130015;130015;130;15;"D";5;14895;192;"Russian Federation";"RU"
5.56414;10.6484;2000;2000;1;0;130016;130016;130;16;"D";5;14896;192;"Russian Federation";"RU"
5.31932;10.27303;2001;2001;1;0;130017;130017;130;17;"D";5;14897;192;"Russian Federation";"RU"
5.09607;9.93669;2002;2002;1;0;130018;130018;130;18;"D";5;14898;192;"Russian Federation";"RU"
4.8934;9.63538;2003;2003;1;0;130019;130019;130;19;"D";5;14899;192;"Russian Federation";"RU"
4.70892;9.36486;2004;2004;1;0;130020;130020;130;20;"D";5;14900;192;"Russian Federation";"RU"
4.53992;9.11979;2005;2005;1;0;130021;130021;130;21;"D";5;14901;192;"Russian Federation";"RU"
4.38416;8.89635;2006;2006;1;0;130022;130022;130;22;"D";5;14902;192;"Russian Federation";"RU"
4.24128;8.69304;2007;2007;1;0;130023;130023;130;23;"D";5;14903;192;"Russian Federation";"RU"
4.11145;8.50977;2008;2008;1;0;130024;130024;130;24;"D";5;14904;192;"Russian Federation";"RU"
3.99034;8.34028;2009;2009;1;0;130025;130025;130;25;"D";5;14905;192;"Russian Federation";"RU"
3.99034;8.34028;2009;2009;1;0;130025;130025;130;25;"D";5;14905;154;"Mongolia";"MN"
3.87811;8.18402;2010;2010;1;0;130026;130026;130;26;"D";5;14906;192;"Russian Federation";"RU"
3.87811;8.18402;2010;2010;1;0;130026;130026;130;26;"D";5;14906;154;"Mongolia";"MN"
3.77338;8.0391;2011;2011;1;0;130027;130027;130;27;"D";5;14907;154;"Mongolia";"MN"
3.67891;7.90896;2012;2012;1;0;130028;130028;130;28;"D";5;14908;154;"Mongolia";"MN"
3.58803;7.78452;2013;2013;1;0;130029;130029;130;29;"D";5;14909;154;"Mongolia";"MN"
3.5056;7.67191;2014;2014;1;0;130030;130030;130;30;"D";5;14910;43;"People's Republic of China";"CH"
3.5056;7.67191;2014;2014;1;0;130030;130030;130;30;"D";5;14910;154;"Mongolia";"MN"
3.42767;7.5661;2015;2015;1;0;130031;130031;130;31;"D";5;14911;43;"People's Republic of China";"CH"
3.42767;7.5661;2015;2015;1;0;130031;130031;130;31;"D";5;14911;154;"Mongolia";"MN"
3.35611;7.46912;2016;2016;1;0;130032;130032;130;32;"D";5;14912;43;"People's Republic of China";"CH"
3.28886;7.37824;2017;2017;1;0;130033;130033;130;33;"D";5;14913;43;"People's Republic of China";"CH"
3.22755;7.29556;2018;2018;1;0;130034;130034;130;34;"D";5;14914;43;"People's Republic of China";"CH"
3.16838;7.21602;2019;2019;1;0;130035;130035;130;35;"D";5;14915;43;"People's Republic of China";"CH"
3.11508;7.14451;2020;2020;1;0;130036;130036;130;36;"D";5;14916;43;"People's Republic of China";"CH"
3.06357;7.07561;2021;2021;1;0;130037;130037;130;37;"D";5;14917;43;"People's Republic of China";"CH"
3.01693;7.0133;2022;2022;1;0;130038;130038;130;38;"D";5;14918;43;"People's Republic of China";"CH"
2.97349;6.95545;2023;2023;1;0;130039;130039;130;39;"D";5;14919;43;"People's Republic of China";"CH"
2.93301;6.90152;2024;2024;1;0;130040;130040;130;40;"D";5;14920;43;"People's Republic of China";"CH"
2.89533;6.85149;2025;2025;1;0;130041;130041;130;41;"D";5;14921;43;"People's Republic of China";"CH"
2.86057;6.80534;2026;2026;1;0;130042;130042;130;42;"D";5;14922;43;"People's Republic of China";"CH"
2.82682;6.76058;2027;2027;1;0;130043;130043;130;43;"D";5;14923;43;"People's Republic of China";"CH"
2.7978;6.72216;2028;2028;1;0;130044;130044;130;44;"D";5;14924;129;"Lao People's Democratic Republic";"LA"
2.7978;6.72216;2028;2028;1;0;130044;130044;130;44;"D";5;14924;43;"People's Republic of China";"CH"
2.76907;6.68418;2029;2029;1;0;130045;130045;130;45;"D";5;14925;129;"Lao People's Democratic Republic";"LA"
2.76907;6.68418;2029;2029;1;0;130045;130045;130;45;"D";5;14925;43;"People's Republic of China";"CH"
2.76907;6.68418;2029;2029;1;0;130045;130045;130;45;"D";5;14925;152;"Republic of the Union of Myanmar";"MM"
2.74335;6.6502;2030;2030;1;0;130046;130046;130;46;"D";5;14926;224;"Kingdom of Thailand";"TH"
2.74335;6.6502;2030;2030;1;0;130046;130046;130;46;"D";5;14926;129;"Lao People's Democratic Republic";"LA"
2.74335;6.6502;2030;2030;1;0;130046;130046;130;46;"D";5;14926;152;"Republic of the Union of Myanmar";"MM"
2.72016;6.61965;2031;2031;1;0;130047;130047;130;47;"D";5;14927;224;"Kingdom of Thailand";"TH"
2.72016;6.61965;2031;2031;1;0;130047;130047;130;47;"D";5;14927;129;"Lao People's Democratic Republic";"LA"
2.69893;6.59161;2032;2032;1;0;130048;130048;130;48;"D";5;14928;224;"Kingdom of Thailand";"TH"
2.67913;6.56548;2033;2033;1;0;130049;130049;130;49;"D";5;14929;224;"Kingdom of Thailand";"TH"
2.67913;6.56548;2033;2033;1;0;130049;130049;130;49;"D";5;14929;152;"Republic of the Union of Myanmar";"MM"
2.66187;6.54281;2034;2034;1;0;130050;130050;130;50;"D";5;14930;224;"Kingdom of Thailand";"TH"
2.66187;6.54281;2034;2034;1;0;130050;130050;130;50;"D";5;14930;152;"Republic of the Union of Myanmar";"MM"
2.64601;6.52191;2035;2035;1;0;130051;130051;130;51;"D";5;14931;224;"Kingdom of Thailand";"TH"
2.64601;6.52191;2035;2035;1;0;130051;130051;130;51;"D";5;14931;152;"Republic of the Union of Myanmar";"MM"
2.63214;6.50367;2036;2036;1;0;130052;130052;130;52;"D";5;14932;224;"Kingdom of Thailand";"TH"
2.63214;6.50367;2036;2036;1;0;130052;130052;130;52;"D";5;14932;152;"Republic of the Union of Myanmar";"MM"
2.61985;6.48753;2037;2037;1;0;130053;130053;130;53;"D";5;14933;224;"Kingdom of Thailand";"TH"
2.61985;6.48753;2037;2037;1;0;130053;130053;130;53;"D";5;14933;152;"Republic of the Union of Myanmar";"MM"
2.60941;6.47381;2038;2038;1;0;130054;130054;130;54;"D";5;14934;224;"Kingdom of Thailand";"TH"
2.60054;6.46216;2039;2039;1;0;130055;130055;130;55;"D";5;14935;224;"Kingdom of Thailand";"TH"
2.59336;6.45274;2040;2040;1;0;130056;130056;130;56;"D";5;14936;103;"Republic of Indonesia";"ID"
2.58777;6.4454;2041;2041;1;0;130057;130057;130;57;"D";5;14937;103;"Republic of Indonesia";"ID"
2.58388;6.44029;2042;2042;1;0;130058;130058;130;58;"D";5;14938;103;"Republic of Indonesia";"ID"
2.58137;6.437;2043;2043;1;0;130059;130059;130;59;"D";5;14939;103;"Republic of Indonesia";"ID"
6.84799;12.71902;2092;2092;1;0;130108;130108;130;108;"D";5;14988;12;"Antarctica";"AT"
7.2695;13.43433;2093;2093;1;0;130109;130109;130;109;"D";5;14989;12;"Antarctica";"AT"
7.74455;14.25883;2094;2094;1;0;130110;130110;130;110;"D";5;14990;12;"Antarctica";"AT"
8.28181;15.21075;2095;2095;1;0;130111;130111;130;111;"D";5;14991;12;"Antarctica";"AT"
8.89208;16.31084;2096;2096;1;0;130112;130112;130;112;"D";5;14992;12;"Antarctica";"AT"
9.58481;17.57694;2097;2097;1;0;130113;130113;130;113;"D";5;14993;12;"Antarctica";"AT"
10.37262;19.02221;2098;2098;1;0;130114;130114;130;114;"D";5;14994;12;"Antarctica";"AT"
11.2651;20.64284;2099;2099;1;0;130115;130115;130;115;"D";5;14995;12;"Antarctica";"AT"
12.26703;22.40285;2100;2100;1;0;130116;130116;130;116;"D";5;14996;12;"Antarctica";"AT"
13.3726;24.20323;2101;2101;1;0;130117;130117;130;117;"D";5;14997;12;"Antarctica";"AT"
14.55373;25.84273;2102;2102;1;0;130118;130118;130;118;"D";5;14998;12;"Antarctica";"AT"
15.74348;26.98664;2103;2103;1;0;130119;130119;130;119;"D";5;14999;12;"Antarctica";"AT"
16.8174;27.20781;2104;2104;1;0;130120;130120;130;120;"D";5;15000;12;"Antarctica";"AT"
17.59405;26.34431;2105;2105;1;0;130121;130121;130;121;"D";5;15001;12;"Antarctica";"AT"
17.881;25.68349;2106;2106;1;0;130122;130122;130;122;"D";5;15002;12;"Antarctica";"AT"
11.26434;20.64148;2237;2237;1;0;146005;146005;146;5;"D";5;15133;192;"Russian Federation";"RU"
10.3727;19.02256;2238;2238;1;0;146006;146006;146;6;"D";5;15134;192;"Russian Federation";"RU"
9.58419;17.57651;2239;2239;1;0;146007;146007;146;7;"D";5;15135;192;"Russian Federation";"RU"
8.89089;16.30976;2240;2240;1;0;146008;146008;146;8;"D";5;15136;192;"Russian Federation";"RU"
8.28237;15.21171;2241;2241;1;0;146009;146009;146;9;"D";5;15137;192;"Russian Federation";"RU"
7.74504;14.25939;2242;2242;1;0;146010;146010;146;10;"D";5;15138;192;"Russian Federation";"RU"
7.27009;13.43527;2243;2243;1;0;146011;146011;146;11;"D";5;15139;192;"Russian Federation";"RU"
6.84843;12.71975;2244;2244;1;0;146012;146012;146;12;"D";5;15140;192;"Russian Federation";"RU"
6.47281;12.09623;2245;2245;1;0;146013;146013;146;13;"D";5;15141;192;"Russian Federation";"RU"
6.13694;11.55118;2246;2246;1;0;146014;146014;146;14;"D";5;15142;192;"Russian Federation";"RU"
5.83556;11.07201;2247;2247;1;0;146015;146015;146;15;"D";5;15143;192;"Russian Federation";"RU"
5.56439;10.64884;2248;2248;1;0;146016;146016;146;16;"D";5;15144;192;"Russian Federation";"RU"
5.31903;10.27265;2249;2249;1;0;146017;146017;146;17;"D";5;15145;192;"Russian Federation";"RU"
5.09626;9.93699;2250;2250;1;0;146018;146018;146;18;"D";5;15146;192;"Russian Federation";"RU"
4.89384;9.63603;2251;2251;1;0;146019;146019;146;19;"D";5;15147;192;"Russian Federation";"RU"
4.70887;9.36481;2252;2252;1;0;146020;146020;146;20;"D";5;15148;192;"Russian Federation";"RU"
4.53983;9.11965;2253;2253;1;0;146021;146021;146;21;"D";5;15149;192;"Russian Federation";"RU"
4.38466;8.897;2254;2254;1;0;146022;146022;146;22;"D";5;15150;192;"Russian Federation";"RU"
4.24216;8.69426;2255;2255;1;0;146023;146023;146;23;"D";5;15151;192;"Russian Federation";"RU"
4.11073;8.50889;2256;2256;1;0;146024;146024;146;24;"D";5;15152;192;"Russian Federation";"RU"
3.98967;8.33932;2257;2257;1;0;146025;146025;146;25;"D";5;15153;192;"Russian Federation";"RU"
3.98967;8.33932;2257;2257;1;0;146025;146025;146;25;"D";5;15153;120;"Republic of Kazakhstan";"KA"
3.87782;8.1835;2258;2258;1;0;146026;146026;146;26;"D";5;15154;120;"Republic of Kazakhstan";"KA"
3.77394;8.03983;2259;2259;1;0;146027;146027;146;27;"D";5;15155;43;"People's Republic of China";"CH"
3.77394;8.03983;2259;2259;1;0;146027;146027;146;27;"D";5;15155;120;"Republic of Kazakhstan";"KA"
3.67789;7.90757;2260;2260;1;0;146028;146028;146;28;"D";5;15156;43;"People's Republic of China";"CH"
3.67789;7.90757;2260;2260;1;0;146028;146028;146;28;"D";5;15156;120;"Republic of Kazakhstan";"KA"
3.58842;7.78504;2261;2261;1;0;146029;146029;146;29;"D";5;15157;43;"People's Republic of China";"CH"
3.58842;7.78504;2261;2261;1;0;146029;146029;146;29;"D";5;15157;120;"Republic of Kazakhstan";"KA"
3.50554;7.67191;2262;2262;1;0;146030;146030;146;30;"D";5;15158;43;"People's Republic of China";"CH"
3.42821;7.56676;2263;2263;1;0;146031;146031;146;31;"D";5;15159;43;"People's Republic of China";"CH"
3.35629;7.46932;2264;2264;1;0;146032;146032;146;32;"D";5;15160;43;"People's Republic of China";"CH"
3.28952;7.37911;2265;2265;1;0;146033;146033;146;33;"D";5;15161;43;"People's Republic of China";"CH"
3.22725;7.29513;2266;2266;1;0;146034;146034;146;34;"D";5;15162;43;"People's Republic of China";"CH"
3.16904;7.21692;2267;2267;1;0;146035;146035;146;35;"D";5;15163;43;"People's Republic of China";"CH"
3.16904;7.21692;2267;2267;1;0;146035;146035;146;35;"D";5;15163;105;"Republic of India";"IN"
3.11501;7.14448;2268;2268;1;0;146036;146036;146;36;"D";5;15164;43;"People's Republic of China";"CH"
3.11501;7.14448;2268;2268;1;0;146036;146036;146;36;"D";5;15164;105;"Republic of India";"IN"
3.0645;7.07688;2269;2269;1;0;146037;146037;146;37;"D";5;15165;43;"People's Republic of China";"CH"
3.0645;7.07688;2269;2269;1;0;146037;146037;146;37;"D";5;15165;105;"Republic of India";"IN"
3.0175;7.01407;2270;2270;1;0;146038;146038;146;38;"D";5;15166;43;"People's Republic of China";"CH"
3.0175;7.01407;2270;2270;1;0;146038;146038;146;38;"D";5;15166;105;"Republic of India";"IN"
2.97367;6.95566;2271;2271;1;0;146039;146039;146;39;"D";5;15167;105;"Republic of India";"IN"
2.93285;6.90135;2272;2272;1;0;146040;146040;146;40;"D";5;15168;105;"Republic of India";"IN"
2.895;6.85105;2273;2273;1;0;146041;146041;146;41;"D";5;15169;105;"Republic of India";"IN"
2.85975;6.80428;2274;2274;1;0;146042;146042;146;42;"D";5;15170;105;"Republic of India";"IN"
2.8272;6.76111;2275;2275;1;0;146043;146043;146;43;"D";5;15171;105;"Republic of India";"IN"
2.79707;6.72121;2276;2276;1;0;146044;146044;146;44;"D";5;15172;105;"Republic of India";"IN"
2.76919;6.68435;2277;2277;1;0;146045;146045;146;45;"D";5;15173;105;"Republic of India";"IN"
2.74364;6.65061;2278;2278;1;0;146046;146046;146;46;"D";5;15174;105;"Republic of India";"IN"
2.72008;6.61951;2279;2279;1;0;146047;146047;146;47;"D";5;15175;105;"Republic of India";"IN"
2.69884;6.59148;2280;2280;1;0;146048;146048;146;48;"D";5;15176;105;"Republic of India";"IN"
2.67936;6.56581;2281;2281;1;0;146049;146049;146;49;"D";5;15177;105;"Republic of India";"IN"
2.66154;6.54237;2282;2282;1;0;146050;146050;146;50;"D";5;15178;105;"Republic of India";"IN"
2.6461;6.52203;2283;2283;1;0;146051;146051;146;51;"D";5;15179;105;"Republic of India";"IN"
2.63205;6.50355;2284;2284;1;0;146052;146052;146;52;"D";5;15180;105;"Republic of India";"IN"
2.61985;6.48753;2285;2285;1;0;146053;146053;146;53;"D";5;15181;105;"Republic of India";"IN"
2.60932;6.47369;2286;2286;1;0;146054;146054;146;54;"D";5;15182;105;"Republic of India";"IN"
2.60054;6.46216;2287;2287;1;0;146055;146055;146;55;"D";5;15183;146;"Republic of Maldives";"MD"
2.59327;6.45262;2288;2288;1;0;146056;146056;146;56;"D";5;15184;146;"Republic of Maldives";"MD"
2.58783;6.44548;2289;2289;1;0;146057;146057;146;57;"D";5;15185;146;"Republic of Maldives";"MD"
2.58381;6.44021;2290;2290;1;0;146058;146058;146;58;"D";5;15186;146;"Republic of Maldives";"MD"
6.47253;12.09613;2339;2339;1;0;146107;146107;146;107;"D";5;15235;12;"Antarctica";"AT"
6.84813;12.71922;2340;2340;1;0;146108;146108;146;108;"D";5;15236;12;"Antarctica";"AT"
7.26957;13.43449;2341;2341;1;0;146109;146109;146;109;"D";5;15237;12;"Antarctica";"AT"
7.74445;14.25865;2342;2342;1;0;146110;146110;146;110;"D";5;15238;12;"Antarctica";"AT"
8.28192;15.21094;2343;2343;1;0;146111;146111;146;111;"D";5;15239;12;"Antarctica";"AT"
8.89195;16.31065;2344;2344;1;0;146112;146112;146;112;"D";5;15240;12;"Antarctica";"AT"
9.58481;17.57694;2345;2345;1;0;146113;146113;146;113;"D";5;15241;12;"Antarctica";"AT"
10.3725;19.02201;2346;2346;1;0;146114;146114;146;114;"D";5;15242;12;"Antarctica";"AT"
11.2651;20.64284;2347;2347;1;0;146115;146115;146;115;"D";5;15243;12;"Antarctica";"AT"
12.26703;22.40285;2348;2348;1;0;146116;146116;146;116;"D";5;15244;12;"Antarctica";"AT"
13.3726;24.20323;2349;2349;1;0;146117;146117;146;117;"D";5;15245;12;"Antarctica";"AT"
14.55378;25.84282;2350;2350;1;0;146118;146118;146;118;"D";5;15246;12;"Antarctica";"AT"
15.74338;26.98646;2351;2351;1;0;146119;146119;146;119;"D";5;15247;12;"Antarctica";"AT"
16.81752;27.20797;2352;2352;1;0;146120;146120;146;120;"D";5;15248;12;"Antarctica";"AT"
17.59406;26.34438;2353;2353;1;0;146121;146121;146;121;"D";5;15249;12;"Antarctica";"AT"
17.88097;25.6834;2354;2354;1;0;146122;146122;146;122;"D";5;15250;12;"Antarctica";"AT"
13.37276;24.20343;2483;2483;1;0;162003;162003;162;3;"D";5;15379;192;"Russian Federation";"RU"
12.26702;22.40285;2484;2484;1;0;162004;162004;162;4;"D";5;15380;192;"Russian Federation";"RU"
11.26511;20.64284;2485;2485;1;0;162005;162005;162;5;"D";5;15381;192;"Russian Federation";"RU"
10.37242;19.022;2486;2486;1;0;162006;162006;162;6;"D";5;15382;192;"Russian Federation";"RU"
9.58429;17.57671;2487;2487;1;0;162007;162007;162;7;"D";5;15383;192;"Russian Federation";"RU"
8.89157;16.31076;2488;2488;1;0;162008;162008;162;8;"D";5;15384;192;"Russian Federation";"RU"
8.28195;15.21095;2489;2489;1;0;162009;162009;162;9;"D";5;15385;192;"Russian Federation";"RU"
7.74485;14.25889;2490;2490;1;0;162010;162010;162;10;"D";5;15386;192;"Russian Federation";"RU"
7.26961;13.4345;2491;2491;1;0;162011;162011;162;11;"D";5;15387;192;"Russian Federation";"RU"
6.84803;12.71905;2492;2492;1;0;162012;162012;162;12;"D";5;15388;192;"Russian Federation";"RU"
6.47281;12.09622;2493;2493;1;0;162013;162013;162;13;"D";5;15389;192;"Russian Federation";"RU"
6.13698;11.55121;2494;2494;1;0;162014;162014;162;14;"D";5;15390;192;"Russian Federation";"RU"
5.83556;11.07202;2495;2495;1;0;162015;162015;162;15;"D";5;15391;192;"Russian Federation";"RU"
5.56424;10.64864;2496;2496;1;0;162016;162016;162;16;"D";5;15392;192;"Russian Federation";"RU"
5.31917;10.27285;2497;2497;1;0;162017;162017;162;17;"D";5;15393;192;"Russian Federation";"RU"
5.09621;9.93695;2498;2498;1;0;162018;162018;162;18;"D";5;15394;192;"Russian Federation";"RU"
4.89384;9.63603;2499;2499;1;0;162019;162019;162;19;"D";5;15395;192;"Russian Federation";"RU"
4.70902;9.36501;2500;2500;1;0;162020;162020;162;20;"D";5;15396;192;"Russian Federation";"RU"
4.53978;9.1196;2501;2501;1;0;162021;162021;162;21;"D";5;15397;192;"Russian Federation";"RU"
4.3847;8.89709;2502;2502;1;0;162022;162022;162;22;"D";5;15398;192;"Russian Federation";"RU"
4.3847;8.89709;2502;2502;1;0;162022;162022;162;22;"D";5;15398;120;"Republic of Kazakhstan";"KA"
4.2423;8.69446;2503;2503;1;0;162023;162023;162;23;"D";5;15399;192;"Russian Federation";"RU"
4.2423;8.69446;2503;2503;1;0;162023;162023;162;23;"D";5;15399;120;"Republic of Kazakhstan";"KA"
4.11088;8.50909;2504;2504;1;0;162024;162024;162;24;"D";5;15400;192;"Russian Federation";"RU"
4.11088;8.50909;2504;2504;1;0;162024;162024;162;24;"D";5;15400;120;"Republic of Kazakhstan";"KA"
3.98958;8.33918;2505;2505;1;0;162025;162025;162;25;"D";5;15401;192;"Russian Federation";"RU"
3.98958;8.33918;2505;2505;1;0;162025;162025;162;25;"D";5;15401;120;"Republic of Kazakhstan";"KA"
3.87785;8.18358;2506;2506;1;0;162026;162026;162;26;"D";5;15402;120;"Republic of Kazakhstan";"KA"
3.77403;8.03996;2507;2507;1;0;162027;162027;162;27;"D";5;15403;120;"Republic of Kazakhstan";"KA"
